verbatimScientificName,kingdom,phylum,class,nameUk,BernAppendix2,BernAppendix3,Bonn,AEWA,BernResolution6,HabitatsDirectiveAnnex_V,HabitatsDirectiveAnnex_IV,HabitatsDirectiveAnnex_II,BirdsDirectiveAnnex_IІ,BirdsDirectiveAnnex_I,ЧКУ,IUCN,BernAppendix1,EUROBATS,ACCOBAMS,Invasive,ЧС_Полтавська,ЧС_Чернівецька,ЧС_Житомирська,ЧС_Вінницька,ЧС_Харківська,ЧС_Чернігівська,ЧС_Черкаська,ЧС_Івано_Франківська,ЧС_Рівненська,ЧС_Одеська,ЧС_Сумська,ЧС_Закарпатська,ЧС_Львівська,ЧС_Миколаївська,ЧС_Донецька,ЧС_Херсонська,ЧС_Севастополь,ЧС_Тернопільська,ЧС_Київ,ЧС_Волинська,ЧС_Хмельницька,ЧС_Запорізька,ЧС_Кіровоградська,ЧС_Луганська,ЧС_Київська,ЧС_Дніпропетровська
Hammarbya paludosa (L.) O.Kuntze,Plantae,Tracheophyta,Magnoliopsida,М'якух болотний,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herminium monorchis (L.) R.Br.,Plantae,Tracheophyta,Magnoliopsida,Бровник однобульбовий,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Himantoglossum caprinum (M.Bieb.) K.Koch,Plantae,Tracheophyta,Magnoliopsida,Ремнепелюстник козячий,,,,,yes,,,,,,вразливий,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Limodorum abortivum (L.) Sw.,Plantae,Tracheophyta,Magnoliopsida,Лімодор недорозвинений,,,,,,,,,,,неоцінений,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liparis loeselii (L.) Rich.,Plantae,Tracheophyta,Magnoliopsida,Жировик Льозеля,,,,,yes,,yes,yes,,,вразливий,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaxis monophyllos (L.) Sw.,Plantae,Tracheophyta,Magnoliopsida,Глевчак однолистий,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neotinea tridentata (Scop.) R.M. Bateman, Pridgeon & M.W. Chase",Plantae,Tracheophyta,Magnoliopsida,Неотінея тризубчаста,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neotinea ustulata (L.) R.M. Bateman, Pridgeon & M.W. Chase",Plantae,Tracheophyta,Magnoliopsida,Неотінея обпалена,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neottia cordata (L.) Rich.,Plantae,Tracheophyta,Magnoliopsida,Гніздівка серцелиста,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neottia nidus-avis (L.) Rich.,Plantae,Tracheophyta,Magnoliopsida,Гніздівка звичайна,,,,,,,,,,,неоцінений,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes
Neottia ovata (L.) Bluff & Fingerh.,Plantae,Tracheophyta,Magnoliopsida,Гніздівка яйцелиста,,,,,,,,,,,неоцінений,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
"Nigritella carpatica (Zapal.) Teppner, Klein & Zagulski",Plantae,Tracheophyta,Magnoliopsida,Чорнянка карпатська,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ophrys apifera Huds.,Plantae,Tracheophyta,Magnoliopsida,Офрис бджолоносна,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ophrys insectifera L.,Plantae,Tracheophyta,Magnoliopsida,Офрис комахоносна,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ophrys oestrifera M.Bieb.,Plantae,Tracheophyta,Magnoliopsida,Офрис оводоносна,,,,,,,,,,,зникаючий,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ophrys taurica (Aggeenko) Nevski,Plantae,Tracheophyta,Magnoliopsida,Офрис кримська,,,,,,,,,,,зникаючий,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orchis mascula (L.) L.,Plantae,Tracheophyta,Magnoliopsida,Зозулинець чоловічий,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orchis militaris L.,Plantae,Tracheophyta,Magnoliopsida,Зозулинець шоломоносний,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes
Orchis pallens L.,Plantae,Tracheophyta,Magnoliopsida,Зозулинець блідий,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orchis provincialis Balb.,Plantae,Tracheophyta,Magnoliopsida,Зозулинець прованський,,,,,,,,,,,зникаючий,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orchis punctulata Steven ex Lindl.,Plantae,Tracheophyta,Magnoliopsida,Зозулинець дрібнокрапчастий,,,,,,,,,,,зникаючий,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orchis purpurea Huds.,Plantae,Tracheophyta,Magnoliopsida,Зозулинець пурпуровий,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orchis signifera Vest,Plantae,Tracheophyta,Magnoliopsida,Зозулинець прикрашений,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orchis simia Lam.,Plantae,Tracheophyta,Magnoliopsida,Зозулинець мавпячий,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orchis wanjkowii E.Wulff,Plantae,Tracheophyta,Magnoliopsida,Зозулинець Ванькова,,,,,,,,,,,недостатньо відомий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera bifolia (L.) Rich.,Plantae,Tracheophyta,Magnoliopsida,Любка дволиста,,,,,,,,,,,неоцінений,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes
Platanthera chlorantha (Cust.) Rchb.,Plantae,Tracheophyta,Magnoliopsida,Любка зеленоквіткова,,,,,,,,,,,неоцінений,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes
"Ponerorchis cucullata (L.) X.H. Jin, Schuit. & W.T. Jin",Plantae,Tracheophyta,Magnoliopsida,Понерорхіс каптуруватий,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudorchis albida (L.) A.Love & D.Love,Plantae,Tracheophyta,Magnoliopsida,Псевдорхіс білуватий,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiranthes amoena (M.Bieb.) Spreng.,Plantae,Tracheophyta,Magnoliopsida,Скрученик приємний,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiranthes spiralis (L.) Chevall.,Plantae,Tracheophyta,Magnoliopsida,Скрученик спіральний,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steveniella satyrioides (Spreng.) Schltr.,Plantae,Tracheophyta,Magnoliopsida,Стевеніела сатирієподібна,,,,,yes,,,,,,зникаючий,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echium russicum J.F.Gmel.,Plantae,Tracheophyta,Magnoliopsida,Синяк руський,,,,,yes,,,,,,,,,,,,,,,,,,,yes,,,yes,,yes,yes,yes,,,,,,,,,yes,,yes
Traunsteinera globosa (L.) Rcnb.,Plantae,Tracheophyta,Magnoliopsida,Траунштейнера куляста,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agrostis alpina Scop.,Plantae,Tracheophyta,Magnoliopsida,Мітлиця альпійська,,,,,,,,,,,недостатньо відомий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agrostis rupestris All.,Plantae,Tracheophyta,Magnoliopsida,Мітлиця скельна,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellardiochloa violacea (Bell.) Chiov.,Plantae,Tracheophyta,Magnoliopsida,Зеленоплідниця фіолетова,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chrysopogon gryllus (L.) Trin.,Plantae,Tracheophyta,Magnoliopsida,Золотобородник цикадовий,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
Elymus panormitanus (Parl.) Tzvelev,Plantae,Tracheophyta,Magnoliopsida,Пирійник палермський,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca cretacea T.Pop. & Proskor.,Plantae,Tracheophyta,Magnoliopsida,Костриця крейдова,,,,,,,,,,,неоцінений,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca drymeja Mert. & Koch,Plantae,Tracheophyta,Magnoliopsida,Костриця гірська,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca heterophylla Lam.,Plantae,Tracheophyta,Magnoliopsida,Костриця різнолиста,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca pallens Host,Plantae,Tracheophyta,Magnoliopsida,Костриця блідувата,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca porcii Hack.,Plantae,Tracheophyta,Magnoliopsida,Костриця Порціуса,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca saxatilis Schur,Plantae,Tracheophyta,Magnoliopsida,Костриця cкельна,,,,,,,,,,,неоцінений,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,
Koeleria talievii Lavrenko,Plantae,Tracheophyta,Magnoliopsida,Келерія Талієва,,,,,,,,,,,неоцінений,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oreochloa disticha (Wulfen) Link,Plantae,Tracheophyta,Magnoliopsida,Горянка дворядна,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parapholis incurva (L.) C.E.Hubb.,Plantae,Tracheophyta,Magnoliopsida,Дволусківниця зігнута,,,,,,,,,,,недостатньо відомий,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
Poa rehmannii (Asch. & Graebn.) Wol.,Plantae,Tracheophyta,Magnoliopsida,Тонконіг Ремана,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psathyrostachys juncea (Fisch.) Nevski,Plantae,Tracheophyta,Magnoliopsida,Ламкоколосник ситниковий,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudoroegneria stipifolia (Trautv.) A.Love,Plantae,Tracheophyta,Magnoliopsida,Псевдорегнерія ковилолиста,,,,,,,,,,,неоцінений,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sesleria caerulea (L.) Ard.,Plantae,Tracheophyta,Magnoliopsida,Сеслерія голуба,,,,,,,,,,,зникаючий,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,
Stipa adoxa Klokov & Ossycznjuk,Plantae,Tracheophyta,Magnoliopsida,Ковила дивна,,,,,,,,,,,недостатньо відомий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galium transcarpaticum Stojko & Tasenk.,Plantae,Tracheophyta,Magnoliopsida,Підмаренник закарпатський,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,
Stipa anomala P.Smirn. ex Roshev.,Plantae,Tracheophyta,Magnoliopsida,Ковила відмінна,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stipa asperella Klokov & Ossycznjuk,Plantae,Tracheophyta,Magnoliopsida,Ковила шорстка,,,,,,,,,,,недостатньо відомий,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes
Stipa borysthenica Klokov ex Prokudin,Plantae,Tracheophyta,Magnoliopsida,Ковила дніпровська,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes
Stipa brachyptera Klokov,Plantae,Tracheophyta,Magnoliopsida,Ковила короткокрила,,,,,,,,,,,недостатньо відомий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stipa brauneri (Pacz.) Klokov,Plantae,Tracheophyta,Magnoliopsida,Ковила Браунера,,,,,,,,,,,неоцінений,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stipa capillata L.,Plantae,Tracheophyta,Magnoliopsida,Ковила волосиста,,,,,,,,,,,неоцінений,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes
Stipa dasyphylla (Czern. ex Lindem.) Trautv.,Plantae,Tracheophyta,Magnoliopsida,Ковила пухнастолиста,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes
Stipa disjuncta Klokov,Plantae,Tracheophyta,Magnoliopsida,Ковила відокремлена,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stipa donetzica Czupryna,Plantae,Tracheophyta,Magnoliopsida,Ковила донецька,,,,,,,,,,,недостатньо відомий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stipa fallacina Klokov & Ossycznjuk,Plantae,Tracheophyta,Magnoliopsida,Ковила облудна,,,,,,,,,,,недостатньо відомий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stipa graniticola Klokov,Plantae,Tracheophyta,Magnoliopsida,Ковила гранітна,,,,,,,,,,,недостатньо відомий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stipa heterophylla Klokov,Plantae,Tracheophyta,Magnoliopsida,Ковила різнолиста,,,,,,,,,,,недостатньо відомий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stipa lessingiana Trin. & Rupr.,Plantae,Tracheophyta,Magnoliopsida,Ковила Лессінга,,,,,,,,,,,неоцінений,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes
Stipa lithophila P.Smirn.,Plantae,Tracheophyta,Magnoliopsida,Ковила каменелюбна,,,,,,,,,,,неоцінений,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stipa maeotica Klokov & Ossycznjuk,Plantae,Tracheophyta,Magnoliopsida,Ковила азовська,,,,,,,,,,,недостатньо відомий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stipa majalis Klokov,Plantae,Tracheophyta,Magnoliopsida,Ковила травнева,,,,,,,,,,,недостатньо відомий,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
Stipa martinovskyi Klokov,Plantae,Tracheophyta,Magnoliopsida,Ковила Мартиновського,,,,,,,,,,,недостатньо відомий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stipa oreades Klokov,Plantae,Tracheophyta,Magnoliopsida,Ковила гірська,,,,,,,,,,,недостатньо відомий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stipa pennata L.,Plantae,Tracheophyta,Magnoliopsida,Ковила пірчаста,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes
Stipa poetica Klokov,Plantae,Tracheophyta,Magnoliopsida,Ковила поетична,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stipa pulcherrima K.Koch,Plantae,Tracheophyta,Magnoliopsida,Ковила найкрасивіша,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes
Stipa syreistschikowii P.Smirn.,Plantae,Tracheophyta,Magnoliopsida,Ковила Сирейщикова,,,,,yes,,,,,,вразливий,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stipa tirsa Steven,Plantae,Tracheophyta,Magnoliopsida,Ковила вузьколиста,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes
Stipa transcarpatica Klokov,Plantae,Tracheophyta,Magnoliopsida,Ковила закарпатська,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stipa ucrainica P.Smirn.,Plantae,Tracheophyta,Magnoliopsida,Ковила українська,,,,,,,,,,,неоцінений,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes
Stipa zalesskii Wilensky,Plantae,Tracheophyta,Magnoliopsida,Ковила Залеського,,,,,yes,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leathesia marina (Lyngb.) Decne.,Chromista,Ochrophyta,Phaeophyceae,Леатезія морська,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
Striaria attenuata (Grev.) Grev.,Chromista,Ochrophyta,Phaeophyceae,Стріарія відтягнута,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
Cladophora sivashensis C.Meyer,Plantae,Chlorophyta,Ulvophyceae,Кладофора сиваська,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
Uronema confervicola Lagerh.,Plantae,Chlorophyta,Chlorophyceae,Уронема конфервоподібна,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,
Vaucheria hamata (Vaucher) DC.,Chromista,Ochrophyta,Xanthophyceae,Вошерія гачкоподібна,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
Vaucheria canalicularis (L.) T.A.Chr.,Chromista,Ochrophyta,Xanthophyceae,Вошерія жолобчаста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
Erythrocladia carnea (Dillwyn) Unknown,Plantae,Rhodophyta,Compsopogonophyceae,Еритрокладія м'ясо-червона,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
"Compsopogon chalybeus Kutz., 1849",Plantae,Rhodophyta,Compsopogonophyceae,Компсопогон сіро-сталевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
Sahlingia subintegra (Rosenvinge) Kornmann,Plantae,Rhodophyta,Compsopogonophyceae,Сахлінгія цільнувата,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
"Alleniella besseri (Lobarzewski) S.Olsson, Enroth & D.Quandt",Plantae,Bryophyta,Bryopsida,Аленієля Бессера,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
Porella platyphylla (L.) Pfeiff.,Plantae,Marchantiophyta,Jungermanniopsida,Бококолос плосколистий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,
"Hygroamblystegium tenax Jennings, 1913",Plantae,Bryophyta,Bryopsida,Вологолюб чіпкий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
"Bryum alpinum Hudson ex Withering, 1801",Plantae,Bryophyta,Bryopsida,Головмох альпійський,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
"Entosthodon fascicularis C.Muller, 1848",Plantae,Bryophyta,Bryopsida,Грушечник пучкуватий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
"Entosthodon hungaricus Loeske, 1929",Plantae,Bryophyta,Bryopsida,Грушечник угорський,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
"Cratoneuron filicinum Spruce, 1867",Plantae,Bryophyta,Bryopsida,Джерельник папоротевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
Rhynchostegium riparioides (Hedw.) Cardot,Plantae,Bryophyta,Bryopsida,Дзьобник берегоподібний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
"Plagiothecium latebricola W.P.Schimper, 1851",Plantae,Bryophyta,Bryopsida,Косолистик потайний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
"Neckera complanata Hubener, 1833",Plantae,Bryophyta,Bryopsida,Некера сплющена,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,
"Aulacomnium palustre Schwaegrichen, 1827",Plantae,Bryophyta,Bryopsida,Псевдоніжкій болотний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,
Aulacomnium arenopaludosum M.F.Boiko,Plantae,Bryophyta,Bryopsida,Псевдоніжкій піщаноболотний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,
"Cinclidotus fontinaloides Palisot de Beauvois, 1805",Plantae,Bryophyta,Bryopsida,Решіткозуб джерельний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
"Hypnum vaucheri Lesquereux, 1846",Plantae,Bryophyta,Bryopsida,Сонмох Воше,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
"Aloina ambigua (Bruch & W.P.Schimper) Limpricht, 1888",Plantae,Bryophyta,Bryopsida,Столітник сумнівний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
Frullania dilatata (L.) Dumort.,Plantae,Marchantiophyta,Jungermanniopsida,Фрулянія розширена,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,
Radula complanata (L.) Dumort.,Plantae,Bryophyta,Bryopsida,Шкребниця сплющена,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
Veronica gryniana Klokov,Plantae,Tracheophyta,Magnoliopsida,Вероніка Гриня,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
Crataegus helenolae Grynj & Klokov,Plantae,Tracheophyta,Magnoliopsida,Глід Оленки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
Achillea leptophylla M.Bieb.,Plantae,Tracheophyta,Magnoliopsida,Деревій тонколистий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes
Polygonatum multiflorum (L.) All.,Plantae,Tracheophyta,Liliopsida,Купина багатоквіткова,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
Polygonatum hirtum (Bosc ex Poir.) Pursh,Plantae,Tracheophyta,Liliopsida,Купина широколиста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes
Linaria macroura (M.Bieb.) M.Bieb.,Plantae,Tracheophyta,Magnoliopsida,Льонок довгохвостий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,,yes,,yes
Pholiurus pannonicus (Host) Trin.,Plantae,Tracheophyta,Liliopsida,Лускохвіст паннонський,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,
Rhaponticum serratuloides (Georgi) Bobrov,Plantae,Tracheophyta,Magnoliopsida,Медовий осот серпоподібний,,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,yes,yes,yes,,,,,,yes,,yes,,yes
Agrostis maeotica Klokov,Plantae,Tracheophyta,Liliopsida,Мітлиця приазовська,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,yes,,,,
Elytrigia pseudocaesia (Pacz.) Prokudin,Plantae,Tracheophyta,Liliopsida,Пирій подовий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,
Elytrigia striatula (Runemark) Holub,Plantae,Tracheophyta,Liliopsida,Пирій смугастий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,
Helianthemum creticola Klokov & Dobrocz.,Plantae,Tracheophyta,Magnoliopsida,Сонцецвіт мергельний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
Briza media L.,Plantae,Tracheophyta,Liliopsida,Трясунка середня,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes
Acinos fominii Des.-Shost.,Plantae,Tracheophyta,Magnoliopsida,Щебрушка Фоміна,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
Aconitum rogoviczii Wissjul.,Plantae,Tracheophyta,Magnoliopsida,Аконіт Роговича,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes
Agrimonia procera Wallr.,Plantae,Tracheophyta,Magnoliopsida,Парило пахуче,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
Agropyron cimmericum Nevski,Plantae,Tracheophyta,Liliopsida,Житняк кімерійський,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,
Agropyron tanaiticum Nevski,Plantae,Tracheophyta,Liliopsida,Житняк донський,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
Alcea heldreichii (Boiss.) Boiss.,Plantae,Tracheophyta,Magnoliopsida,Рожа Гельдрайха,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,yes,,
Allium firmotunicatum Fomin,Plantae,Tracheophyta,Liliopsida,Цибуля міцновдягнена,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
Anemonoides nemorosa (L.) Holub,Plantae,Tracheophyta,Magnoliopsida,Анемоноідес дібровний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
Archangelica officinalis Moench ex Hoffm.,Plantae,Tracheophyta,Magnoliopsida,Дудник дягілевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,yes,,
Artemisia argentata Klokov,Plantae,Tracheophyta,Magnoliopsida,Полин посріблений,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
Artemisia tanaitica Klokov,Plantae,Tracheophyta,Magnoliopsida,Полин донський,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
Arum elongatum Steven,Plantae,Tracheophyta,Liliopsida,Арум видовжений,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,yes,,
Asarum europaeum L.,Plantae,Tracheophyta,Magnoliopsida,Копитняк європейський,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,yes,,yes
Astragalus novoascanicus Klokov,Plantae,Tracheophyta,Magnoliopsida,Астрагал новоасканійський,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,yes,,
Bassia hirsuta (L.) Asch.,Plantae,Tracheophyta,Magnoliopsida,Басія волосиста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
Brachypodium pinnatum (L.) P.Beauv.,Plantae,Tracheophyta,Liliopsida,Куцоніжка пірчаста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
Bromopsis heterophylla (Klokov) Holub,Plantae,Tracheophyta,Liliopsida,Бромопсис різнолистий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,
Bufonia parviflora Griseb.,Plantae,Tracheophyta,Magnoliopsida,Бюфонія дрібноквіткова,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
